-1.380118764000000109e+00	6.339228918999999518e-01	-2.014815101000000108e-01	-3.182127618999999741e-01	8.868526827999999584e-01	-2.398377697000000086e-01	2.936104136000000087e-01	1.322953672000000136e-01	2.015128919999999990e+00	-2.074690909000000083e+00	7.095248349999999649e-01	7.958566656000000128e-01	-2.200121634999999909e+00	5.146529970000000009e-01	-6.486981256999999612e-01	-5.830647979999999952e-01
-1.358349597999999991e+00	6.755702366000000403e-01	2.069957037000000055e-01	-4.170542561000000203e-01	8.220531318999999559e-01	-3.402223576999999777e-01	-2.043374119000000017e-02	-6.900347367000000398e-01	1.699651950000000022e+00	-2.540479873000000222e+00	4.418066032999999893e-01	4.278176532999999893e-01	-1.621860474000000052e-01	-1.678778319999999935e+00	1.008437194999999981e-01	5.893868768000000147e-01
-1.498291006000000092e+00	6.146581102000000518e-01	-7.295583830000000602e-02	-2.440774951999999942e-01	7.918897010000000014e-01	-1.278625188999999995e-01	-2.229817959000000016e-01	-5.988227514999999723e-01	7.403133844999999491e-01	-3.512065050000000022e-01	8.291059077000000332e-01	7.509482641000000402e-01	-1.779723235999999931e+00	-1.783250687000000001e+00	-1.185727873999999904e+00	-7.212446523000000109e-01
-1.420466181999999966e+00	9.481172310000000047e-01	-8.802430989999999733e-01	-2.645600032999999990e-02	5.983924189999999532e-01	-4.307913807000000039e-01	-7.154338366000000393e-01	-7.750012064000000311e-02	1.332069796999999944e+00	-1.596820518999999994e+00	6.025843153000000063e-01	1.760541907999999989e+00	-1.733015952999999998e+00	7.425974601999999480e-01	1.627200369000000035e-01	-3.900031248999999978e-01
-1.282577604000000093e+00	1.075297433000000025e+00	8.477734918999999536e-01	-3.930170458000000200e-01	9.945931091999999918e-01	-4.469930524999999877e-01	-9.447145353000000467e-01	-6.314086416999999951e-01	1.121206981999999908e+00	-2.272695232999999870e+00	9.535229302000000629e-02	2.770349523999999786e-01	-1.038165280999999995e-01	-1.440076901000000076e+00	1.773025769999999890e-01	1.334286242999999983e+00
-1.452823935000000066e+00	7.644240047000000482e-01	1.114310050999999940e-01	-3.844259144000000128e-01	1.326404858000000075e+00	1.443280037999999932e-01	-5.059544571999999851e-01	-2.934613507000000121e-01	4.979757867999999865e-01	-7.853807138999999854e-03	1.708233249999999981e-01	-4.583125344999999795e-01	-1.128052331999999991e+00	-1.581843262000000028e+00	-1.255036070000000059e+00	-4.359024350999999853e-01
-1.318152076000000061e+00	6.290209674000000195e-01	-9.802301227000000117e-02	-4.669899190999999838e-01	8.404613171999999466e-01	1.030803307000000002e-01	-6.447454216000000349e-01	-2.470640410000000120e-01	-4.510300705999999854e-02	-1.317256350999999936e+00	8.497183689999999734e-01	-2.299777734000000018e-01	-1.653292812999999972e+00	2.112706154000000003e-01	7.525459272000000199e-01	-9.583082768999999779e-01
-1.405862112000000108e+00	6.906940583999999772e-01	-4.678110985999999749e-01	-3.032924519999999902e-01	4.654570315000000069e-01	-6.321630228000000296e-01	-7.716757712999999796e-01	-2.718927562999999825e-01	5.791840294000000222e-01	-1.335697730999999999e+00	1.070542888999999942e+00	1.551242208999999983e-01	7.124009404000000156e-01	-5.567652880000000248e-01	6.874929540999999977e-01	-4.417422295999999804e-01
-1.356382095999999926e+00	6.968233776000000157e-01	-8.098410334000000210e-02	-5.305246198999999940e-01	3.710569984000000043e-01	-4.793367950999999905e-01	-7.548886790000000069e-01	-7.226076899000000164e-01	2.388174282999999953e-01	-1.698895066999999981e-01	8.918732204000000552e-01	-8.354741111000000275e-01	-1.113035372999999995e+00	-1.490639690999999933e+00	-1.746403844999999899e+00	1.725241134999999926e-01
-1.278269021000000061e+00	8.124845506000000217e-01	-1.150211723999999963e-01	-5.999561852999999445e-01	3.082586738000000007e-02	-5.087600786999999514e-01	-9.514767165999999943e-01	-3.864537996999999891e-01	3.468954670000000129e-01	-1.134689362999999895e+00	9.547191411000000016e-01	-5.054254839999999804e-01	-1.593533641999999917e+00	5.826966596000000553e-01	4.174337394000000034e-01	-1.836177169000000053e-01
-1.399920953999999940e+00	7.663856195999999565e-01	-5.582928566000000536e-01	-1.016182937999999952e-01	-1.549204372000000107e-01	-2.379360947999999976e-01	-7.704741425000000143e-01	-2.314404542000000065e-01	5.350779572999999623e-01	-7.606974131999999500e-01	2.873878523999999768e-01	3.982468290000000244e-01	5.344490355000000026e-01	-1.052739700000000056e+00	1.035374800000000040e+00	-3.770123247000000122e-01
-1.261141400000000079e+00	8.163771645999999826e-01	4.639329220999999781e-01	-2.892811583000000075e-01	5.206444654999999866e-01	1.422870337000000096e-01	-8.723363867000000216e-01	-4.970980422999999870e-01	-3.372939258000000051e-01	2.670926343000000203e-01	1.346306104999999975e-01	1.190183484999999958e-01	-1.380203990999999908e+00	-1.297230176000000013e+00	-1.187449476999999920e+00	-2.550657874000000214e-01
-1.125567811000000029e+00	8.225053533999999722e-01	-3.277508158999999921e-01	-5.309264238999999996e-01	5.403582227000000016e-01	2.731251894999999763e-01	-4.790883904000000082e-01	2.694050631000000084e-01	-2.590545852000000204e-01	-7.294641724999999521e-01	1.999799723000000029e-01	1.789696060999999894e+00	-1.859444330999999950e+00	3.686593248000000211e-01	1.258298716999999955e+00	6.502001530999999834e-02
-9.128769639999999574e-01	1.055457880000000070e+00	-3.699616539999999731e-01	3.418573711999999820e-01	1.353854402999999929e+00	-8.663152590999999569e-01	-5.717112256999999920e-01	-4.339714559999999915e-02	4.444228615999999965e-01	-9.221793351000000527e-01	5.942088024999999663e-01	3.228832827999999822e+00	3.201749207999999847e-01	-7.976724863999999915e-01	1.349398725999999993e+00	7.796108510999999464e-01
